trace,label,cause,evelabel
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , sign in to your account , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter alternative address details , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter alternative address details , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , create account , enter alternative address details , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
